GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
7857	0.00169	2.15e-05	0.9315	-4.2481992	-3.9571895	94.11	SCG2	secretogranin II
85315	0.00223	3.08e-05	0.3399	-4.1674648	-1.4164475	100.16	PAQR8	progestin and adipoQ receptor family member 8
154	0.00228	3.17e-05	0.1772	4.1608858	0.7371869	582.87	ADRB2	adrenoceptor beta 2
379	0.00273	4.24e-05	0.1527	4.0939655	0.6252177	406.57	ARL4D	ADP ribosylation factor like GTPase 4D
2835	0.00286	4.54e-05	1.3885	4.0781293	5.6624058	9.16	GPR12	G protein-coupled receptor 12
163732	0.00296	4.78e-05	0.3001	-4.0662591	-1.2201859	168.54	CITED4	Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 4
668	0.003	4.89e-05	0.5815	4.0609852	2.3612887	82.86	FOXL2	forkhead box L2
28986	0.00382	6.54e-05	0.5797	-3.9924004	-2.3143197	346.72	MAGEH1	MAGE family member H1
165679	0.00414	7.27e-05	0.1955	3.9674226	0.775562	256.32	SPTSSB	serine palmitoyltransferase small subunit B
9935	0.00423	7.63e-05	0.5562	3.9558393	2.2003957	176.98	MAFB	MAF bZIP transcription factor B
2706	0.00434	7.92e-05	0.7483	-3.9469205	-2.953545	286.91	GJB2	gap junction protein beta 2
84290	0.00434	7.9e-05	0.8409	3.9474103	3.3194091	16.81	CAPNS2	calpain small subunit 2
137075	0.00516	0.000101	0.169	3.8877873	0.6571412	469.74	CLDN23	claudin 23
347902	0.0055	0.000112	0.2409	3.8637331	0.9308939	487.66	AMIGO2	adhesion molecule with Ig like domain 2
2304	0.0055	0.000113	1.393	-3.8616656	-5.3792864	166.76	FOXE1	forkhead box E1
10161	0.00653	0.00014	0.3978	3.8078059	1.5147889	844.86	LPAR6	lysophosphatidic acid receptor 6
2535	0.00686	0.00015	0.2587	-3.791684	-0.980935	898.39	FZD2	frizzled class receptor 2
9586	0.00721	0.00016	0.2956	3.7746506	1.1156309	149.98	CREB5	cAMP responsive element binding protein 5
2709	0.008	0.000182	0.8523	3.7429299	3.1899876	24.91	GJB5	gap junction protein beta 5
138065	0.00879	0.000203	0.845	-3.7149308	-3.1392053	52.41	RNF183	ring finger protein 183
10687	0.0108	0.000267	0.5773	-3.6457538	-2.1047574	823.58	PNMA2	PNMA family member 2
9643	0.0129	0.000345	0.133	-3.5789241	-0.4759912	7171.85	MORF4L2	mortality factor 4 like 2
285513	0.0145	0.000403	0.9658	-3.5380464	-3.4169499	38.67	GPRIN3	GPRIN family member 3
27198	0.0172	0.000502	0.7952	-3.4799133	-2.7673556	170.75	HCAR1	hydroxycarboxylic acid receptor 1
50486	0.0189	0.000574	0.5498	-3.4436714	-1.8934634	473.54	G0S2	G0/G1 switch 2
9075	0.0211	0.000675	0.6885	-3.3995191	-2.3405261	328.91	CLDN2	claudin 2
10904	0.0217	0.0007	0.1438	3.3895623	0.4873577	1512.66	BLCAP	BLCAP apoptosis inducing factor
10435	0.0244	0.000821	0.358	-3.3455822	-1.1976163	93.22	CDC42EP2	CDC42 effector protein 2
192134	0.0296	0.00109	0.7023	-3.2662614	-2.2939164	48.26	B3GNT6	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 6
54863	0.0324	0.00122	0.7333	-3.2336363	-2.3712778	248.42	TOR4A	torsin family 4 member A
84189	0.0356	0.00139	0.4494	3.1974746	1.4368701	349.9	SLITRK6	SLIT and NTRK like family member 6
10804	0.0392	0.00158	0.8642	-3.1596892	-2.7306328	17.77	GJB6	gap junction protein beta 6
54328	0.04	0.00163	0.2735	-3.1510059	-0.8619214	152.38	GPR173	G protein-coupled receptor 173
9674	0.0407	0.00167	0.3369	3.1436055	1.0589489	474.11	KIAA0040	KIAA0040
6752	0.0412	0.00171	1.0113	-3.1364319	-3.1717873	21.26	SSTR2	somatostatin receptor 2
10409	0.0484	0.00213	0.1939	-3.0716087	-0.5954644	5361.78	BASP1	brain abundant membrane attached signal protein 1
9073	0.0507	0.00226	0.514	3.0538556	1.5697976	51.72	CLDN8	claudin 8
8204	0.0558	0.00257	0.1602	-3.0146876	-0.4830197	1116.76	NRIP1	nuclear receptor interacting protein 1
118738	0.056	0.00259	0.5491	3.01225	1.6538898	23.47	ZNF488	zinc finger protein 488
9920	0.0691	0.00347	0.5859	-2.9230199	-1.7125709	55.43	KBTBD11	kelch repeat and BTB domain containing 11
23768	0.0715	0.00366	0.2138	2.9056944	0.6212687	587.38	FLRT2	fibronectin leucine rich transmembrane protein 2
148170	0.0754	0.00396	1.0803	-2.8816275	-3.1129004	39.68	CDC42EP5	CDC42 effector protein 5
353219	0.0763	0.00405	0.4977	-2.8744123	-1.4306316	33.82	KAAG1	kidney associated DCDC2 antisense RNA 1
27023	0.0792	0.00427	0.6475	2.8572785	1.8501556	210.93	FOXB1	forkhead box B1
1880	0.0849	0.00471	0.4528	2.8260279	1.2796354	70.33	GPR183	G protein-coupled receptor 183
113189	0.0854	0.00476	0.1376	2.8231341	0.3885701	650.37	CHST14	carbohydrate sulfotransferase 14
51278	0.0862	0.00485	0.2169	2.816862	0.6110665	2096.39	IER5	immediate early response 5
6649	0.0907	0.00522	0.3471	2.7933727	0.9695658	276.12	SOD3	superoxide dismutase 3
101928120	0.0908	0.00523	0.2275	2.7925434	0.6352301	732.85	LOC101928120	uncharacterized LOC101928120
80320	0.0925	0.00545	0.5193	2.779081	1.443232	388.47	SP6	Sp6 transcription factor
127733	0.0937	0.00559	0.9067	-2.7709106	-2.5125146	36.88	UBXN10	UBX domain protein 10
59274	0.0951	0.00572	0.2499	2.7633132	0.690569	594.6	TLNRD1	talin rod domain containing 1
5896	0.11	0.00713	0.3802	2.6909068	1.0230938	53.94	RAG1	recombination activating 1
9306	0.111	0.00728	0.1405	2.6837912	0.3769791	784.58	SOCS6	suppressor of cytokine signaling 6
2524	0.111	0.00728	0.7044	-2.683827	-1.8904354	61.32	FUT2	fucosyltransferase 2
10140	0.114	0.00749	0.1312	2.6741917	0.350809	3021.62	TOB1	transducer of ERBB2, 1
387758	0.119	0.00796	0.852	2.6536652	2.2608774	10.58	FIBIN	fin bud initiation factor homolog
9080	0.119	0.00801	0.3079	-2.651782	-0.8163667	457.95	CLDN9	claudin 9
728392	0.119	0.00799	0.8306	-2.6522959	-2.203032	27.64	LOC728392	uncharacterized LOC728392
3713	0.12	0.00804	1.2825	2.6504998	3.3993916	8.19	IVL	involucrin
414152	0.124	0.0085	0.5086	2.6315632	1.3384723	23.61	C10orf105	chromosome 10 open reading frame 105
80298	0.126	0.00872	0.1561	-2.6229085	-0.4095506	716.68	MTERF2	mitochondrial transcription termination factor 2
64064	0.129	0.00897	0.5989	-2.6133012	-1.5651342	17.04	OXCT2	3-oxoacid CoA-transferase 2
145741	0.13	0.00916	0.4181	-2.6060159	-1.0895274	56.48	C2CD4A	C2 calcium dependent domain containing 4A
9278	0.135	0.00964	0.1145	2.5886055	0.2964253	1106.74	ZBTB22	zinc finger and BTB domain containing 22
644943	0.137	0.00984	0.1973	2.5814851	0.5092599	528.85	RASSF10	Ras association domain family member 10
148304	0.138	0.01	0.2698	2.5753613	0.6947306	135.06	C1orf74	chromosome 1 open reading frame 74
165140	0.14	0.0103	0.4049	2.5669127	1.0394312	33.22	OXER1	oxoeicosanoid receptor 1
114794	0.141	0.0103	0.1713	2.5641276	0.4392176	1562.61	ELFN2	extracellular leucine rich repeat and fibronectin type III domain containing 2
26050	0.145	0.0108	0.4093	2.5483539	1.0430893	344.43	SLITRK5	SLIT and NTRK like family member 5
10252	0.151	0.0115	0.3367	2.526234	0.8505232	246.24	SPRY1	sprouty RTK signaling antagonist 1
403313	0.154	0.0118	0.1449	2.5188893	0.3650411	389.11	PLPP6	phospholipid phosphatase 6
1052	0.155	0.0119	0.1874	2.5155001	0.4713195	10684.29	CEBPD	CCAAT enhancer binding protein delta
100288413	0.16	0.0126	0.4162	-2.4961754	-1.0388892	87.7	ERVMER34-1	endogenous retrovirus group MER34 member 1, envelope
3306	0.162	0.0128	0.4746	-2.489311	-1.1814107	88.17	HSPA2	heat shock protein family A (Hsp70) member 2
23708	0.167	0.0135	0.1673	2.4714069	0.413522	289.57	GSPT2	G1 to S phase transition 2
7855	0.167	0.0136	0.2119	-2.4673738	-0.5228034	1714.59	FZD5	frizzled class receptor 5
3738	0.172	0.0142	0.4494	2.4534085	1.1025004	133.79	KCNA3	potassium voltage-gated channel subfamily A member 3
29950	0.178	0.0151	0.1867	2.4291321	0.4535851	675.6	SERTAD1	SERTA domain containing 1
415117	0.178	0.0152	0.2561	2.4271431	0.6215326	88.18	STX19	syntaxin 19
83987	0.18	0.0154	0.3321	-2.4223869	-0.8045733	955.57	CCDC8	coiled-coil domain containing 8
3310	0.183	0.016	0.7472	-2.4083964	-1.7994798	59.9	HSPA6	heat shock protein family A (Hsp70) member 6
29946	0.187	0.0166	0.1455	2.3950833	0.3484087	620.3	SERTAD3	SERTA domain containing 3
345651	0.189	0.0169	0.7338	2.3895671	1.7534822	17.03	ACTBL2	actin beta like 2
3351	0.189	0.0169	0.662	2.3881047	1.5809904	85.88	HTR1B	5-hydroxytryptamine receptor 1B
2707	0.189	0.017	0.9484	2.3863944	2.2632881	20.13	GJB3	gap junction protein beta 3
340719	0.191	0.0173	0.4646	-2.3811207	-1.1062469	114.31	NANOS1	nanos C2HC-type zinc finger 1
347454	0.193	0.0175	0.7817	2.3753033	1.8567939	9.91	SOWAHD	sosondowah ankyrin repeat domain family member D
9957	0.195	0.018	0.4763	-2.3661903	-1.1270274	97.72	HS3ST1	heparan sulfate-glucosamine 3-sulfotransferase 1
552889	0.197	0.0183	0.1835	-2.3601513	-0.4331153	5860.82	ATXN7L3B	ataxin 7 like 3B
23741	0.197	0.0183	0.1963	2.3596048	0.4630768	4373.76	EID1	EP300 interacting inhibitor of differentiation 1
105376341	0.198	0.0184	0.491	-2.3579457	-1.1576412	49.02	LOC105376341	
220441	0.204	0.0196	0.4317	2.333853	1.0074507	56.4	RNF152	ring finger protein 152
8321	0.205	0.0197	0.223	2.3313759	0.5199599	1249.93	FZD1	frizzled class receptor 1
79413	0.216	0.0216	0.7156	2.2975252	1.6440898	13.78	ZBED2	zinc finger BED-type containing 2
101928841	0.221	0.0225	0.6667	-2.2813883	-1.5209845	13.13	LOC101928841	replaced by ID 113622
8698	0.226	0.0233	0.4888	2.2686014	1.1088974	55.82	S1PR4	sphingosine-1-phosphate receptor 4
51309	0.226	0.0234	0.4256	-2.2663925	-0.9646887	92.77	ARMCX1	armadillo repeat containing X-linked 1
11244	0.228	0.0238	0.1394	2.2609254	0.3152518	871.0	ZHX1	zinc fingers and homeoboxes 1
10253	0.232	0.0244	0.1267	2.2508812	0.2851594	2419.39	SPRY2	sprouty RTK signaling antagonist 2
9023	0.238	0.0257	0.7932	2.2308351	1.769465	21.55	CH25H	cholesterol 25-hydroxylase
8707	0.239	0.026	0.6829	2.2266092	1.5206162	54.07	B3GALT2	beta-1,3-galactosyltransferase 2
84892	0.247	0.0274	0.1783	-2.2051055	-0.3932659	370.79	POMGNT2	protein O-linked mannose N-acetylglucosaminyltransferase 2 (beta 1,4-)
85460	0.248	0.0276	0.1574	-2.203427	-0.3468148	589.36	ZNF518B	zinc finger protein 518B
27245	0.254	0.0289	0.2334	2.1849745	0.5098999	2517.29	AHDC1	AT-hook DNA binding motif containing 1
150368	0.258	0.0299	1.1883	-2.1718797	-2.5807641	34.14	PHETA2	PH domain containing endocytic trafficking adaptor 2
57462	0.279	0.0348	0.1565	2.1104196	0.3302385	917.79	MYORG	myogenesis regulating glycosidase (putative)
101410538	0.28	0.0349	0.1517	2.1091781	0.3198871	745.36	MMP24OS	MMP24 opposite strand
7162	0.281	0.0351	0.3075	2.106736	0.6477378	2151.31	TPBG	trophoblast glycoprotein
79692	0.282	0.0353	0.1539	2.105075	0.3240706	1060.7	ZNF322	zinc finger protein 322
56133	0.282	0.0355	0.3127	2.1031594	0.6576789	872.4	PCDHB2	protocadherin beta 2
7262	0.288	0.0367	0.2197	2.0892402	0.4590589	317.08	PHLDA2	pleckstrin homology like domain family A member 2
201798	0.292	0.0381	0.5511	-2.074105	-1.1430465	20.06	TIGD4	tigger transposable element derived 4
7570	0.296	0.0392	0.1791	-2.0624287	-0.3692963	622.59	ZNF22	zinc finger protein 22
107984282	0.299	0.0396	0.8313	-2.0576916	-1.7106494	18.25	LOC107984282	uncharacterized LOC107984282
6526	0.303	0.0409	0.3438	-2.0447925	-0.70301	2559.74	SLC5A3	solute carrier family 5 member 3
91151	0.306	0.0417	0.3531	-2.0367486	-0.7191324	135.17	TIGD7	tigger transposable element derived 7
1050	0.306	0.0419	0.2317	-2.0346807	-0.4714966	680.55	CEBPA	CCAAT enhancer binding protein alpha
79147	0.313	0.0435	0.1449	2.0187714	0.2926116	1106.1	FKRP	fukutin related protein
23612	0.313	0.0437	0.5177	2.0174063	1.0444945	1210.45	PHLDA3	pleckstrin homology like domain family A member 3
80111	0.314	0.0438	0.5208	2.0157148	1.0498353	21.55	C3orf36	chromosome 3 putative open reading frame 36
133022	0.314	0.0438	0.366	2.0158059	0.7377267	74.14	TRAM1L1	translocation associated membrane protein 1 like 1
1364	0.317	0.0447	0.2537	2.0072873	0.5093142	18112.42	CLDN4	claudin 4
338442	0.317	0.0447	1.2838	-2.007351	-2.5770195	1255.17	HCAR2	hydroxycarboxylic acid receptor 2
429	0.322	0.0458	0.9709	-1.9968497	-1.9387626	454.94	ASCL1	achaete-scute family bHLH transcription factor 1
162073	0.326	0.0469	0.1481	1.9869861	0.2942977	1288.76	ITPRIPL2	ITPRIP like 2
445328	0.327	0.0473	0.1665	1.9834459	0.3302233	458.84	ARHGEF35	Rho guanine nucleotide exchange factor 35
257236	0.331	0.0484	0.3314	-1.9740759	-0.6542036	81.07	CCDC96	coiled-coil domain containing 96
1365	0.335	0.0493	0.1671	-1.9662874	-0.3285742	1372.84	CLDN3	claudin 3
1238	0.342	0.051	0.518	-1.9518196	-1.0111357	45.44	ACKR2	atypical chemokine receptor 2
399668	0.351	0.0542	0.3815	1.9255957	0.7346422	562.52	SMIM10L2A	small integral membrane protein 10 like 2A
9880	0.355	0.0561	0.1737	-1.9105826	-0.3318043	695.76	ZBTB39	zinc finger and BTB domain containing 39
23767	0.357	0.0566	0.2383	1.9064184	0.454331	6720.08	FLRT3	fibronectin leucine rich transmembrane protein 3
100170841	0.366	0.0594	0.2501	1.8853895	0.4715332	331.77	EPOP	elongin BC and polycomb repressive complex 2 associated protein
5509	0.371	0.0609	0.395	1.8742603	0.7403622	153.03	PPP1R3D	protein phosphatase 1 regulatory subunit 3D
107984817	0.373	0.0616	0.5353	-1.8693763	-1.000702	16.84	LOC107984817	
51186	0.376	0.0628	0.2804	-1.860707	-0.5217541	1573.33	TCEAL9	transcription elongation factor A like 9
57215	0.378	0.0639	0.153	-1.8531819	-0.2836157	805.83	THAP11	THAP domain containing 11
3754	0.379	0.0642	0.7901	-1.8508736	-1.4624491	59.18	KCNF1	potassium voltage-gated channel modifier subfamily F member 1
126282	0.379	0.0647	0.3971	-1.8476176	-0.7337433	217.23	TNFAIP8L1	TNF alpha induced protein 8 like 1
90120	0.381	0.065	0.1351	1.8449904	0.2491675	946.35	TMEM250	transmembrane protein 250
84281	0.39	0.0681	0.4688	-1.8241252	-0.8551238	68.6	C2orf88	chromosome 2 open reading frame 88
8843	0.39	0.0682	1.1943	-1.8235787	-2.1779907	209.57	HCAR3	hydroxycarboxylic acid receptor 3
56132	0.392	0.0688	0.3144	1.8197513	0.5721776	126.89	PCDHB3	protocadherin beta 3
64582	0.392	0.0688	0.3014	-1.8195166	-0.5483977	59.22	GPR135	G protein-coupled receptor 135
3767	0.394	0.0697	0.2978	-1.8141389	-0.5401848	179.83	KCNJ11	potassium inwardly rectifying channel subfamily J member 11
57633	0.395	0.0699	0.4869	-1.8123428	-0.882394	178.19	LRRN1	leucine rich repeat neuronal 1
200895	0.397	0.0707	0.3636	1.8072117	0.6571044	211.93	DHFR2	dihydrofolate reductase 2
57469	0.401	0.0719	0.6845	-1.7998794	-1.2320708	9.96	PNMA8B	PNMA family member 8B
91523	0.404	0.0728	0.3781	1.7939187	0.6783494	53.8	PCED1B	PC-esterase domain containing 1B
9823	0.406	0.0735	0.1616	-1.7898644	-0.2892807	942.25	ARMCX2	armadillo repeat containing X-linked 2
112267992	0.41	0.075	0.5712	1.7801696	1.0167651	47.1	LOC112267992	uncharacterized LOC112267992
387264	0.41	0.075	0.4423	1.7803123	0.7874195	25.07	KRTAP5-1	keratin associated protein 5-1
84798	0.412	0.0759	0.2122	-1.7748053	-0.3765803	2438.02	C19orf48	multidrug resistance-related protein
345079	0.414	0.0765	0.2787	1.7714463	0.4937044	670.9	SOWAHB	sosondowah ankyrin repeat domain family member B
100131755	0.415	0.0766	0.1904	-1.7708855	-0.337138	268.58	ARMCX4	armadillo repeat containing X-linked 4
157773	0.415	0.0767	0.6114	-1.7699362	-1.0820807	15.64	C8orf48	chromosome 8 open reading frame 48
220359	0.42	0.0786	0.3911	-1.7590446	-0.6880488	37.66	TIGD3	tigger transposable element derived 3
81844	0.422	0.0796	0.1718	1.7531415	0.3012749	2649.19	TRIM56	tripartite motif containing 56
202915	0.423	0.0803	0.233	1.748689	0.4074928	1485.39	TMEM184A	transmembrane protein 184A
3726	0.423	0.0805	0.2875	1.7478292	0.5024857	11444.25	JUNB	JunB proto-oncogene, AP-1 transcription factor subunit
114787	0.425	0.0812	0.3275	1.7435835	0.5710518	112.58	GPRIN1	G protein regulated inducer of neurite outgrowth 1
144348	0.427	0.0822	0.1749	-1.7381068	-0.3039857	7149.14	ZNF664	zinc finger protein 664
9220	0.43	0.0836	0.1729	-1.7302225	-0.2991306	210.88	TIAF1	replaced by ID 399687
56892	0.432	0.0843	0.1539	1.7263533	0.2657301	14600.02	TCIM	transcriptional and immune response regulator
340120	0.434	0.0854	0.6494	1.7203805	1.1172128	14.01	ANKRD34B	ankyrin repeat domain 34B
10124	0.44	0.0878	0.1405	-1.7070568	-0.2397793	503.85	ARL4A	ADP ribosylation factor like GTPase 4A
101060200	0.443	0.0894	0.4239	-1.6986349	-0.7200275	41.4	ZNF891	zinc finger protein 891
2296	0.444	0.0899	0.5098	1.6961656	0.8646405	1331.91	FOXC1	forkhead box C1
9592	0.452	0.0929	0.2641	1.6802098	0.4437711	11187.34	IER2	immediate early response 2
388327	0.452	0.093	0.2683	1.6795732	0.4505746	139.07	C17orf100	chromosome 17 open reading frame 100
92342	0.453	0.0934	0.3083	-1.6776532	-0.5171961	77.07	METTL18	methyltransferase like 18
55039	0.457	0.0958	0.1609	1.6655829	0.2680151	258.57	TRMT12	tRNA methyltransferase 12 homolog
166379	0.458	0.0965	0.3077	1.6619121	0.5113812	93.29	BBS12	Bardet-Biedl syndrome 12
222171	0.458	0.0965	0.6786	-1.6621317	-1.1279886	63.93	PRR15	proline rich 15
388125	0.458	0.0966	0.8195	-1.6617432	-1.3618626	14.14	C2CD4B	C2 calcium dependent domain containing 4B
645369	0.46	0.0974	0.3399	-1.6578374	-0.5634694	208.37	TMEM200C	transmembrane protein 200C
11067	0.462	0.0981	0.3146	-1.6539955	-0.5203555	307.61	DEPP1	DEPP autophagy regulator 1
91603	0.462	0.0985	0.2712	-1.6523516	-0.4480589	251.27	ZNF830	zinc finger protein 830
55170	0.463	0.0989	0.1623	1.6501531	0.2678901	453.01	PRMT6	protein arginine methyltransferase 6
55231	0.464	0.0993	0.7103	-1.6480271	-1.1706038	12.03	CCDC87	coiled-coil domain containing 87
163590	0.468	0.101	0.1965	-1.638116	-0.3218232	2456.47	TOR1AIP2	torsin 1A interacting protein 2
7425	0.471	0.103	0.6009	-1.6325048	-0.9809007	34.88	VGF	VGF nerve growth factor inducible
29923	0.475	0.104	0.3412	-1.6241552	-0.5541543	501.65	HILPDA	hypoxia inducible lipid droplet associated
54674	0.478	0.106	0.688	-1.617524	-1.1128711	17.81	LRRN3	leucine rich repeat neuronal 3
401397	0.48	0.107	0.1849	1.61058	0.2977779	511.11	SMIM30	small integral membrane protein 30
51545	0.481	0.108	0.1531	1.6087485	0.2463286	537.61	ZNF581	zinc finger protein 581
100381270	0.481	0.108	0.2087	1.608179	0.3356391	805.42	ZBED6	zinc finger BED-type containing 6
284131	0.482	0.108	0.1659	-1.6066986	-0.2665192	427.12	ENDOV	endonuclease V
92014	0.483	0.108	0.2565	-1.6049801	-0.4116498	239.31	SLC25A51	solute carrier family 25 member 51
100128927	0.483	0.109	0.1258	-1.6030334	-0.2016792	866.55	ZBTB42	zinc finger and BTB domain containing 42
100130933	0.483	0.109	0.9845	-1.6031791	-1.5783788	22.36	SMIM6	small integral membrane protein 6
116412	0.484	0.109	0.272	1.602004	0.4356909	139.82	ZNF837	zinc finger protein 837
9294	0.491	0.112	0.2687	-1.5887785	-0.4269512	348.88	S1PR2	sphingosine-1-phosphate receptor 2
3727	0.495	0.114	0.1516	1.5816685	0.2397726	13469.21	JUND	JunD proto-oncogene, AP-1 transcription factor subunit
56123	0.495	0.114	0.8208	-1.5812724	-1.2978298	29.43	PCDHB13	protocadherin beta 13
54913	0.498	0.115	0.2239	1.5759263	0.3529107	174.49	RPP25	ribonuclease P and MRP subunit p25
285550	0.499	0.116	0.2602	1.5722079	0.409031	391.54	FAM200B	family with sequence similarity 200 member B
344787	0.506	0.12	0.2487	-1.5557295	-0.3869789	160.57	ZNF860	zinc finger protein 860
9737	0.508	0.12	0.3331	1.5534456	0.5174467	102.53	GPRASP1	G protein-coupled receptor associated sorting protein 1
388552	0.508	0.121	0.2824	-1.5516331	-0.4382123	138.51	BLOC1S3	biogenesis of lysosomal organelles complex 1 subunit 3
11251	0.509	0.121	0.4076	-1.5498647	-0.6317539	31.25	PTGDR2	prostaglandin D2 receptor 2
727800	0.511	0.122	0.1783	-1.5444982	-0.2753415	402.42	RNF208	ring finger protein 208
85025	0.512	0.123	0.2204	1.5429918	0.3401434	266.78	TMEM60	transmembrane protein 60
390205	0.514	0.124	0.6247	-1.5390559	-0.9613946	459.63	LRRC10B	leucine rich repeat containing 10B
127703	0.516	0.125	0.1961	1.5342982	0.3009526	161.97	C1orf216	chromosome 1 open reading frame 216
64110	0.521	0.127	0.1723	-1.5249863	-0.262728	2401.23	MAGEF1	MAGE family member F1
55144	0.523	0.128	0.141	-1.520623	-0.2143681	704.3	LRRC8D	leucine rich repeat containing 8 VRAC subunit D
219	0.526	0.13	0.157	-1.5157643	-0.2379097	647.14	ALDH1B1	aldehyde dehydrogenase 1 family member B1
158038	0.526	0.13	0.846	1.5146009	1.2813502	52.68	LINGO2	leucine rich repeat and Ig domain containing 2
22845	0.527	0.131	0.2173	-1.5108281	-0.3283657	736.27	DOLK	dolichol kinase
5828	0.531	0.133	0.1952	1.5026166	0.2933331	685.01	PEX2	peroxisomal biogenesis factor 2
79170	0.533	0.134	0.2987	-1.4988297	-0.4476481	1389.81	PRR15L	proline rich 15 like
112267934	0.533	0.134	0.2352	1.4982063	0.3523925	101.48	LOC112267934	uncharacterized LOC112267934
9925	0.535	0.135	0.1531	1.4948402	0.2289288	1273.35	ZBTB5	zinc finger and BTB domain containing 5
6248	0.536	0.136	0.1789	-1.4918962	-0.2669368	342.45	RSC1A1	regulator of solute carriers 1
389333	0.536	0.136	0.3056	-1.4901569	-0.455336	99.51	PROB1	proline rich basic protein 1
126792	0.539	0.138	0.1969	1.4828484	0.2920254	679.66	B3GALT6	beta-1,3-galactosyltransferase 6
388610	0.539	0.138	0.3939	-1.4826799	-0.5840059	916.95	TRNP1	TMF1 regulated nuclear protein 1
140883	0.539	0.138	0.5749	-1.4828408	-0.8524894	32.47	ZNF280B	zinc finger protein 280B
10557	0.544	0.141	0.2058	-1.4731404	-0.3032395	325.85	RPP38	ribonuclease P/MRP subunit p38
441518	0.554	0.147	0.173	1.4501828	0.2508102	529.47	RTL8B	retrotransposon Gag like 8B
115207	0.554	0.148	0.3311	1.4470303	0.4790567	2273.08	KCTD12	potassium channel tetramerization domain containing 12
105377021	0.558	0.15	0.3917	-1.438358	-0.563475	108.79	LOC105377021	
64207	0.558	0.15	0.1724	1.4382248	0.2479687	4423.78	IRF2BPL	interferon regulatory factor 2 binding protein like
768239	0.559	0.152	0.7193	-1.4334991	-1.0311335	61.07	PSAPL1	prosaposin like 1
23099	0.56	0.152	0.1414	1.4325389	0.202596	823.45	ZBTB43	zinc finger and BTB domain containing 43
158880	0.567	0.158	0.6592	-1.4134838	-0.931802	16.27	USP51	ubiquitin specific peptidase 51
22954	0.57	0.159	0.1892	1.4086144	0.2664947	593.5	TRIM32	tripartite motif containing 32
441478	0.572	0.16	0.4172	-1.4046523	-0.586064	197.59	NRARP	NOTCH regulated ankyrin repeat protein
139886	0.58	0.166	0.1736	-1.3842629	-0.2403191	192.45	SPIN4	spindlin family member 4
54931	0.581	0.167	0.1264	1.3810279	0.1746114	561.91	TRMT10C	tRNA methyltransferase 10C, mitochondrial RNase P subunit
171169	0.581	0.167	0.6322	1.3803366	0.8727157	14.86	SPACA4	sperm acrosome associated 4
494115	0.585	0.171	0.2652	1.3683265	0.3629284	393.96	RBMXL1	RBMX like 1
9792	0.587	0.172	0.1932	-1.3651562	-0.2637171	1324.47	SERTAD2	SERTA domain containing 2
283	0.588	0.173	0.3493	-1.363621	-0.4762732	219.49	ANG	angiogenin
643136	0.59	0.175	0.212	1.3571262	0.2876928	178.92	ZC3H11B	zinc finger CCCH-type containing 11B
100142659	0.59	0.175	0.2199	1.3554727	0.2980087	148.86	CTAGE8	CTAGE family member 8
5093	0.59	0.175	0.0988	-1.3548635	-0.1339145	7959.16	PCBP1	poly(rC) binding protein 1
